,name,province,climate_id,station_id,wmo_id,tc_id,latitude_decimal_degrees,longitude_decimal_degrees,latitude,longitude,elevation_m,start_date,end_date,T_high_avg_nan,T_min_nan,T_low_avg_nan,T_max_nan,period_T_low_nan,period_T_high_nan,T_min_year_nan,day_nan,T_max_year_nan,month_nan,n_almanac_rows
1400,HELLS GATE REMOTE,BRITISH COLUMBIA,1113D2E,9628,,,49.78,-121.43,494700000.0,-1212600000.0,1005.0,,,,,,,,,,,,,1400
1401,KWOTLENEMO LAKE,BRITISH COLUMBIA,1114435,952,,,50.67,-121.8,504000000.0,-1214800000.0,919.0,1969.0,1974.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401
1402,LADNER CREEK,BRITISH COLUMBIA,1114474,953,,,49.5,-121.25,493000000.0,-1211500000.0,807.1,1982.0,1992.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402
1403,LILLOOET,BRITISH COLUMBIA,1114619,27388,71999.0,WKF,50.68,-121.93,504101420.0,-1215602945.0,239.5,1997.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403
1404,LILLOOET,BRITISH COLUMBIA,1114620,955,,,50.7,-121.93,504200000.0,-1215600000.0,289.6,1878.0,1970.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404
1405,LILLOOET CEDAR FALLS,BRITISH COLUMBIA,1114621,956,,,50.6,-121.87,503600000.0,-1215200000.0,554.7,1962.0,1989.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1405
1406,LILLOOET FOUNTAINVIEW,BRITISH COLUMBIA,1114622,957,,,50.53,-121.77,503200000.0,-1214600000.0,300.0,1987.0,1994.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406
1407,LILLOOET HEIGHTS,BRITISH COLUMBIA,1114623,958,,,50.7,-121.93,504200000.0,-1215600000.0,298.7,1961.0,1965.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407
1408,LILLOOET RUSSELL ST,BRITISH COLUMBIA,1114626,959,,,50.7,-121.93,504200000.0,-1215600000.0,243.8,1959.0,1983.0,366.0,1.0,366.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1408
1409,LILLOOET SETON BCHPA,BRITISH COLUMBIA,1114627,960,,,50.67,-121.92,504024000.0,-1215527000.0,198.1,1971.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409
1410,LILLOOET 2,BRITISH COLUMBIA,1114630,8154,,,50.68,-121.93,504100000.0,-1215600000.0,255.4,,,,,,,,,,,,,1410
1411,LILLOOET A,BRITISH COLUMBIA,11146K0,954,,,50.67,-121.88,504000000.0,-1215300000.0,402.0,1984.0,1986.0,366.0,192.0,366.0,193.0,184.0,184.0,192.0,184.0,193.0,184.0,1411
1412,LYTTON A,BRITISH COLUMBIA,1114738,51598,71812.0,WLY,50.22,-121.58,501328000.0,-1213455000.0,224.9,2013.0,2015.0,366.0,1.0,366.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1412
1413,LYTTON,BRITISH COLUMBIA,1114739,961,,WLY,50.22,-121.58,501328000.0,-1213455000.0,225.0,1990.0,2013.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413
1414,LYTTON,BRITISH COLUMBIA,1114740,962,,,50.23,-121.57,501400000.0,-1213400000.0,175.0,1944.0,1970.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1414
1415,LYTTON,BRITISH COLUMBIA,1114741,963,,,50.23,-121.58,501400000.0,-1213500000.0,229.0,1970.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415
1416,LYTTON BOTANIE VALLEY,BRITISH COLUMBIA,1114742,964,,,50.33,-121.55,501940000.0,-1213256000.0,730.0,1989.0,2006.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1416
1417,LYTTON STEIN MOUNTAIN,BRITISH COLUMBIA,1114743,965,,,50.4,-121.68,502400000.0,-1214100000.0,385.0,1988.0,1995.0,366.0,2.0,366.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1417
1418,LYTTON 2,BRITISH COLUMBIA,1114745,966,,,50.26,-121.61,501525000.0,-1213628000.0,174.0,1917.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418
1419,LYTTON RCS,BRITISH COLUMBIA,1114746,44927,71765.0,VLY,50.22,-121.58,501328000.0,-1213455000.0,225.0,2006.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419
1420,LYTTON,BRITISH COLUMBIA,1114747,51197,,ZLY,50.22,-121.58,501328000.0,-1213455000.0,225.0,,,,,,,,,,,,,1420
1421,MCGILLIVARY FALLS,BRITISH COLUMBIA,1114992,967,,,50.62,-122.43,503700000.0,-1222600000.0,419.0,1988.0,1988.0,366.0,335.0,366.0,336.0,335.0,335.0,335.0,335.0,336.0,335.0,1421
1422,MOHA,BRITISH COLUMBIA,1115196,968,,,50.88,-122.27,505300000.0,-1221600000.0,548.6,1924.0,1947.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1422
1423,NAHATLACH RIVER,BRITISH COLUMBIA,1115290,8155,,,49.95,-121.87,495700000.0,-1215200000.0,335.3,,,,,,,,,,,,,1423
1424,NORTH BEND,BRITISH COLUMBIA,1115622,8156,,,49.87,-121.43,495200000.0,-1212600000.0,150.9,,,,,,,,,,,,,1424
1425,OTTOMITE,BRITISH COLUMBIA,1115890,8157,,,49.6,-121.15,493600000.0,-1210900000.0,1439.9,,,,,,,,,,,,,1425
1426,MISSION RIDGE SNOW STATION,BRITISH COLUMBIA,1115J9A,9710,,,50.75,-122.2,504500000.0,-1221200000.0,1660.0,,,,,,,,,,,,,1426
1427,PAVILION,BRITISH COLUMBIA,1116060,969,,,50.87,-121.83,505200000.0,-1215000000.0,1066.8,1953.0,1955.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1427
1428,PAVILION BLUE RIDGE,BRITISH COLUMBIA,1116062,970,,,50.88,-121.88,505300000.0,-1215300000.0,602.0,1987.0,1995.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428
1429,PEMBERTON HATCHERY,BRITISH COLUMBIA,1116084,971,,,50.33,-122.55,502000000.0,-1223300000.0,256.0,1908.0,1936.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429
1430,PORCUPINE CREEK,BRITISH COLUMBIA,1116204,972,,,51.03,-121.8,510200000.0,-1214800000.0,1190.0,1974.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430
1431,PORTIA,BRITISH COLUMBIA,1116K87,10055,,,49.52,-121.22,493100000.0,-1211300000.0,1430.0,,,,,,,,,,,,,1431
1432,SETON LAKE,BRITISH COLUMBIA,1117190,8158,,,50.72,-122.17,504300000.0,-1221000000.0,251.2,,,,,,,,,,,,,1432
1433,SHALALTH,BRITISH COLUMBIA,1117215,973,,,50.73,-122.24,504342000.0,-1221426000.0,243.8,1963.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433
1434,SKAGIT RIVER,BRITISH COLUMBIA,1117410,974,,,49.08,-121.17,490500000.0,-1211000000.0,515.1,1936.0,1955.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434
1435,SUMMIT,BRITISH COLUMBIA,1117850,8159,,,49.6,-121.1,493600000.0,-1210600000.0,1229.9,,,,,,,,,,,,,1435
1436,SEBRING FLATS,BRITISH COLUMBIA,1117JE5,10064,,,50.78,-122.35,504700000.0,-1222100000.0,685.0,,,,,,,,,,,,,1436
1437,TERZAGHI DAM,BRITISH COLUMBIA,1118135,8160,,,50.78,-122.23,504700000.0,-1221400000.0,652.3,,,,,,,,,,,,,1437
1438,TREASURE MOUNTAIN,BRITISH COLUMBIA,1118235,975,,,49.42,-121.05,492500000.0,-1210300000.0,1430.0,1989.0,1990.0,366.0,196.0,366.0,199.0,183.0,183.0,196.0,183.0,199.0,183.0,1438
1439,VAN HORLICK CREEK,BRITISH COLUMBIA,1118MR9,10060,,,50.38,-122.5,502300000.0,-1223000000.0,1220.0,,,,,,,,,,,,,1439
1440,YALE,BRITISH COLUMBIA,1119002,976,,,49.57,-121.43,493400000.0,-1212600000.0,76.0,1984.0,1994.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440
1441,CAYOOSH CAN. REMOTE,BRITISH COLUMBIA,111AMER,10062,,,50.65,-122.1,503900000.0,-1220600000.0,1555.0,,,,,,,,,,,,,1441
1442,DUFFEY LAKE REMOTE,BRITISH COLUMBIA,111BE4P,10059,,,50.4,-122.27,502400000.0,-1221600000.0,1820.0,,,,,,,,,,,,,1442
1443,GOTT CREEK REMOTE,BRITISH COLUMBIA,111CKNC,10061,,,50.53,-122.12,503200000.0,-1220700000.0,1325.0,,,,,,,,,,,,,1443
1444,HOPE,BRITISH COLUMBIA,111CNPA,9630,,,49.37,-121.4,492200000.0,-1212400000.0,60.0,,,,,,,,,,,,,1444
1445,NAHATIATCH RIVER BELOW TACHEWANA CRK,BRITISH COLUMBIA,111E287,9715,,,49.95,-121.85,495700000.0,-1215100000.0,320.0,,,,,,,,,,,,,1445
1446,MISSION MOUNTAIN,BRITISH COLUMBIA,111EJ90,8146,,,50.75,-122.23,504500000.0,-1221400000.0,1189.9,,,,,,,,,,,,,1446
1447,SKAGIT RIVER,BRITISH COLUMBIA,111GM0R,9752,,,49.0,-121.07,490001000.0,-1210415000.0,490.0,,,,,,,,,,,,,1447
1448,EDGE HILLS BUTCHER CREEK,BRITISH COLUMBIA,111KFLR,935,,,51.07,-121.94,510414080.0,-1215609050.0,580.0,1988.0,2002.0,366.0,1.0,366.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1448
1449,EDGEWORTH CAMP,BRITISH COLUMBIA,111KFM0,10048,,,49.52,-121.1,493100000.0,-1210600000.0,1220.0,,,,,,,,,,,,,1449
1450,HELL'S GATE (LOWER),BRITISH COLUMBIA,111LMKL,9632,,,49.77,-121.43,494600000.0,-1212600000.0,300.0,,,,,,,,,,,,,1450
1451,HOPE SLIDE,BRITISH COLUMBIA,111LNGR,10054,,,49.28,-121.27,491700000.0,-1211600000.0,715.0,,,,,,,,,,,,,1451
1452,LILLOOET,BRITISH COLUMBIA,111MFJR,10050,,,50.7,-121.93,504200000.0,-1215600000.0,245.0,,,,,,,,,,,,,1452
1453,OTTOMITE,BRITISH COLUMBIA,111NQQ9,10049,,,49.6,-121.15,493600000.0,-1210900000.0,1465.0,,,,,,,,,,,,,1453
1454,SHELTER SITE,BRITISH COLUMBIA,111PKN0,10053,,,49.57,-121.17,493400000.0,-1211000000.0,853.0,,,,,,,,,,,,,1454
1455,ABERDEEN LAKE DAM,BRITISH COLUMBIA,1120055,8164,,,50.1,-119.1,500600000.0,-1190600000.0,1282.0,,,,,,,,,,,,,1455
1456,ADRA,BRITISH COLUMBIA,1120090,983,,,49.73,-119.58,494400000.0,-1193500000.0,1002.5,1928.0,1953.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1456
1457,ALVASTON,BRITISH COLUMBIA,1120422,8165,,,50.05,-119.45,500300000.0,-1192700000.0,405.4,,,,,,,,,,,,,1457
1458,APEX MTN LODGE,BRITISH COLUMBIA,1120447,984,,,49.4,-119.92,492400000.0,-1195500000.0,1889.8,1965.0,1971.0,366.0,1.0,366.0,31.0,1.0,1.0,1.0,1.0,31.0,1.0,1458
1459,ARMSTRONG GRANDVIEW,BRITISH COLUMBIA,1120475,985,,,50.4,-119.28,502400000.0,-1191700000.0,502.9,1959.0,1960.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1459
1460,ARMSTRONG OTTER LAKE,BRITISH COLUMBIA,1120486,6943,,,50.4,-119.25,502400000.0,-1191500000.0,342.4,1991.0,1992.0,366.0,10.0,366.0,11.0,0.0,0.0,10.0,0.0,11.0,0.0,1460
1461,ANDERSON RANCH,BRITISH COLUMBIA,11204CP,10115,,,49.98,-120.93,495905000.0,-1205532000.0,835.0,,,,,,,,,,,,,1461
1462,ASPEN GROVE,BRITISH COLUMBIA,1120555,8166,,,49.88,-120.63,495300000.0,-1203800000.0,,,,,,,,,,,,,,1462
1463,BANKEIR,BRITISH COLUMBIA,1120630,986,,,49.72,-120.23,494300000.0,-1201400000.0,1097.3,1954.0,1959.0,366.0,1.0,366.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1463
1464,BANKIER CHAIN LAKE,BRITISH COLUMBIA,1120633,987,,,49.7,-120.28,494200000.0,-1201700000.0,1020.0,1974.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464
1465,BLAKEBURN,BRITISH COLUMBIA,1120882,988,,,49.48,-120.73,492900000.0,-1204400000.0,1485.0,1973.0,1973.0,366.0,305.0,366.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,1465
1466,BERTRUM CREEK,BRITISH COLUMBIA,1120HE8,10132,,,49.78,-119.56,494645000.0,-1193330000.0,490.0,,,,,,,,,,,,,1466
1467,ARAWANA,BRITISH COLUMBIA,1120M47,982,,,49.58,-119.57,493500000.0,-1193400000.0,518.2,1970.0,1976.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467
1468,BOSTON BAR SUMMIT,BRITISH COLUMBIA,1120R0D,8163,,,49.6,-121.1,493600000.0,-1210600000.0,1204.9,,,,,,,,,,,,,1468
1469,BROOKMERE,BRITISH COLUMBIA,1121090,989,,,49.82,-120.87,494900000.0,-1205200000.0,972.0,1986.0,1994.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469
1470,CAWSTON SIMILKAMEEN,BRITISH COLUMBIA,1121459,990,,,49.18,-119.77,491100000.0,-1194600000.0,398.0,1979.0,1992.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470
1471,CHUTE LAKE,BRITISH COLUMBIA,1121620,991,,,49.68,-119.53,494100000.0,-1193200000.0,1193.6,1928.0,1962.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471
1472,COPPER MOUNTAIN,BRITISH COLUMBIA,1121885,8167,,,49.3,-120.57,491800000.0,-1203400000.0,1202.7,,,,,,,,,,,,,1472
1473,CHAPPERON LAKE,BRITISH COLUMBIA,1121DFR,10181,,,50.21,-120.02,501221000.0,-1200123000.0,991.0,,,,,,,,,,,,,1473
1474,CHUTTER RANCH,BRITISH COLUMBIA,1121FKN,10134,,,50.14,-120.69,500820000.0,-1204122000.0,634.0,,,,,,,,,,,,,1474
1475,COQUIHALLA LAKES,BRITISH COLUMBIA,1121Q8P,10052,,,49.63,-121.02,493800000.0,-1210100000.0,1097.0,,,,,,,,,,,,,1475
1476,DOUGLAS LAKE,BRITISH COLUMBIA,1122540,8168,,,50.23,-120.18,501400000.0,-1201100000.0,792.5,,,,,,,,,,,,,1476
1477,DOUGLAS LAKE,BRITISH COLUMBIA,1122541,992,,,50.16,-120.2,500953400.0,-1201158800.0,808.0,1979.0,2007.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477
1478,DUCK LAKE RANCH,BRITISH COLUMBIA,1122545,8169,,,50.05,-119.33,500300000.0,-1192000000.0,426.7,,,,,,,,,,,,,1478
1479,FAIRVIEW,BRITISH COLUMBIA,1122762,8170,,,49.18,-119.6,491100000.0,-1193600000.0,,,,,,,,,,,,,,1479
1480,DENNIS CREEK,BRITISH COLUMBIA,1122D39,10136,,,49.62,-119.41,493725000.0,-1192445000.0,1792.0,,,,,,,,,,,,,1480
1481,GLENEMMA,BRITISH COLUMBIA,1123195,993,,,50.37,-119.32,502200000.0,-1191900000.0,,1914.0,1925.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481
1482,GRANITE CREEK,BRITISH COLUMBIA,1123280,994,,,49.47,-120.73,492800000.0,-1204400000.0,1036.9,1984.0,1985.0,366.0,81.0,366.0,81.0,62.0,62.0,81.0,62.0,81.0,62.0,1482
1483,HEDLEY,BRITISH COLUMBIA,1123360,995,,,49.36,-120.08,492126000.0,-1200436000.0,517.0,1904.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483
1484,HEDLEY N,BRITISH COLUMBIA,1123370,46027,,,49.36,-120.07,492149400.0,-1200408200.0,542.0,2007.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484
1485,HEDLEY NP MINE,BRITISH COLUMBIA,1123390,996,,,49.37,-120.02,492210020.0,-1200118070.0,1651.0,1904.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1485
1486,HIGHLAND VALLEY BCCL,BRITISH COLUMBIA,1123468,997,,,50.5,-121.0,503000000.0,-1210000000.0,1470.1,1966.0,1989.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486
1487,HIGHLAND VALLEY LORNEX,BRITISH COLUMBIA,1123469,998,,,50.47,-121.02,502800000.0,-1210100000.0,1268.0,1967.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487
1488,JELLICOE,BRITISH COLUMBIA,1123721,27122,,,49.67,-120.33,494022000.0,-1201958000.0,929.0,1995.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488
1489,JOE RICH CREEK,BRITISH COLUMBIA,1123750,999,,,49.86,-119.13,495126000.0,-1190734000.0,874.8,1928.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489
1490,JOHN BARNAY,BRITISH COLUMBIA,11237EJ,10142,,,49.12,-119.54,490715000.0,-1193235000.0,380.0,,,,,,,,,,,,,1490
1491,KAMLOOPS MEADOW CREEK,BRITISH COLUMBIA,1123835,8171,,,50.47,-120.6,502800000.0,-1203600000.0,1188.7,,,,,,,,,,,,,1491
1492,KELOWNA,BRITISH COLUMBIA,1123930,1000,,,49.9,-119.47,495400000.0,-1192800000.0,353.6,1899.0,1962.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492
1493,KELOWNA,BRITISH COLUMBIA,1123939,48369,71203.0,YLW,49.96,-119.38,495726000.0,-1192240000.0,433.1,2009.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493
1494,KELOWNA AUT,BRITISH COLUMBIA,1123940,43043,,CLW,49.96,-119.38,495722000.0,-1192240000.0,429.5,,,,,,,,,,,,,1494
1495,KELOWNA OLD,BRITISH COLUMBIA,1123960,8172,,,49.88,-119.4,495300000.0,-1192400000.0,426.7,,,,,,,,,,,,,1495
1496,KELOWNA AWOS,BRITISH COLUMBIA,1123965,30954,,VLW,49.96,-119.38,495722000.0,-1192240000.0,429.5,2004.0,2010.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496
1497,KELOWNA A,BRITISH COLUMBIA,1123970,1001,71203.0,YLW,49.96,-119.38,495722000.0,-1192240000.0,429.5,1959.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497
1498,KELOWNA BANKHEAD,BRITISH COLUMBIA,1123972,1002,,,49.9,-119.3,495400000.0,-1191800000.0,,1914.0,1931.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498
1499,KELOWNA BOWES STREET,BRITISH COLUMBIA,1123975,1003,,,49.88,-119.47,495300000.0,-1192800000.0,350.5,1961.0,1969.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499
1500,KELOWNA BRIDGE,BRITISH COLUMBIA,1123976,8173,,,49.88,-119.5,495300000.0,-1193000000.0,344.4,,,,,,,,,,,,,1500
1501,KELOWNA BYLANDS,BRITISH COLUMBIA,1123977,26991,,,49.87,-119.58,495200000.0,-1193500000.0,480.0,1994.0,1995.0,366.0,366.0,366.0,366.0,62.0,62.0,366.0,62.0,366.0,62.0,1501
1502,KELOWNA CDA,BRITISH COLUMBIA,1123980,1004,,,49.87,-119.42,495200000.0,-1192500000.0,484.6,1950.0,1970.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502
1503,KELOWNA CEDARCREEK,BRITISH COLUMBIA,1123981,26993,,,49.79,-119.54,494721600.0,-1193229400.0,375.0,1994.0,2008.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503
1504,KELOWNA DAV-SPIERS ROAD,BRITISH COLUMBIA,1123982,1005,,,49.85,-119.45,495104000.0,-1192642000.0,375.0,1978.0,2004.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504
1505,KELOWNA EAST,BRITISH COLUMBIA,1123984,1006,,,49.86,-119.4,495134200.0,-1192348000.0,491.0,1980.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505
1506,KELOWNA LAKEVIEW,BRITISH COLUMBIA,1123990,1007,,,49.86,-119.55,495149200.0,-1193310200.0,525.0,1952.0,2000.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506
1507,KELOWNA PC BURNETTS NURSERY,BRITISH COLUMBIA,1123992,1008,,,49.87,-119.48,495227000.0,-1192900600.0,349.9,1969.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507
1508,KELOWNA QUAILS GATE,BRITISH COLUMBIA,1123993,26932,,,49.84,-119.57,495032000.0,-1193422000.0,417.0,1995.0,2014.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508
1509,KELOWNA UA,BRITISH COLUMBIA,1123995,10972,71203.0,WLW,49.94,-119.4,495627000.0,-1192401000.0,456.0,,,,,,,,,,,,,1509
1510,KELOWNA UBCO,BRITISH COLUMBIA,1123996,51117,71644.0,VKU,49.94,-119.4,495626700.0,-1192400760.0,456.0,2012.0,2015.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1510
1511,KELOWNA MWS0,BRITISH COLUMBIA,11239R0,10976,,,49.95,-119.4,495700000.0,-1192400000.0,456.0,1994.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511
1512,GLEN WOOD,BRITISH COLUMBIA,1123A96,10139,,,50.13,-119.44,500800000.0,-1192640000.0,412.0,,,,,,,,,,,,,1512
1513,KEREMEOS,BRITISH COLUMBIA,1124110,1009,,,49.2,-119.82,491200000.0,-1194900000.0,415.0,1891.0,1995.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513
1514,KEREMEOS 2,BRITISH COLUMBIA,1124112,1010,,,49.21,-119.82,491237200.0,-1194916800.0,434.9,1924.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514
1515,KEREMEOS WEST,BRITISH COLUMBIA,1124118,1011,,,49.22,-119.83,491300000.0,-1195000000.0,416.1,1962.0,1966.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1515
1516,KIRTON,BRITISH COLUMBIA,1124260,1012,,,49.67,-119.95,494000000.0,-1195700000.0,883.9,1928.0,1962.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,1516
1517,LAC LE JEUNE WALLOPER LK,BRITISH COLUMBIA,1124460,1013,,,50.48,-120.53,502900000.0,-1203200000.0,1305.0,1957.0,1988.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1517
1518,LOGAN LAKE,BRITISH COLUMBIA,1124668,1014,,,50.5,-120.82,503000000.0,-1204900000.0,1101.0,1971.0,2005.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518
1519,MAMIT LAKE,BRITISH COLUMBIA,1124860,1015,,,50.38,-120.8,502300000.0,-1204800000.0,1005.8,1924.0,1965.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519
1520,MANNING PARK,BRITISH COLUMBIA,1124890,1016,,,49.07,-120.78,490400000.0,-1204700000.0,1197.9,1952.0,1961.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520
1521,MCCULLOCH,BRITISH COLUMBIA,1124980,1017,,,49.8,-119.2,494800000.0,-1191200000.0,1249.7,1923.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521
1522,LAUDER RANCH,BRITISH COLUMBIA,1124E90,10145,,,50.21,-120.34,501221000.0,-1202015000.0,933.0,,,,,,,,,,,,,1522
1523,MANHARDT,BRITISH COLUMBIA,1124HQ0,10146,,,49.85,-119.55,495100000.0,-1193300000.0,381.0,,,,,,,,,,,,,1523
1524,MEADOWGREEN,BRITISH COLUMBIA,1125060,1019,,,50.47,-120.68,502800000.0,-1204100000.0,1207.0,1980.0,1986.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524
1525,MERRITT,BRITISH COLUMBIA,1125070,1020,,,50.12,-120.8,500700000.0,-1204800000.0,585.2,1918.0,1966.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525
1526,MERRITT,BRITISH COLUMBIA,1125073,49408,71557.0,VME,50.11,-120.78,500645007.0,-1204641000.0,591.0,2011.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1526
1527,MERRITT CRAIGMONT MINES,BRITISH COLUMBIA,1125075,1021,,,50.2,-120.88,501200000.0,-1205300000.0,731.5,1962.0,1976.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527
1528,MERRITT STP,BRITISH COLUMBIA,1125079,1022,,,50.11,-120.8,500651004.0,-1204803005.0,609.0,1968.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528
1529,MINNIE LAKE 2,BRITISH COLUMBIA,1125167,10116,,,50.01,-120.41,500018000.0,-1202444000.0,1073.0,,,,,,,,,,,,,1529
1530,MT BALDY,BRITISH COLUMBIA,1125221,1023,,,49.15,-119.23,490900000.0,-1191400000.0,1722.1,1981.0,1981.0,366.0,307.0,366.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,1530
1531,MT KOBAU OBSERVATORY,BRITISH COLUMBIA,1125223,1024,,,49.12,-119.68,490700000.0,-1194100000.0,1862.3,1966.0,1980.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531
1532,MOUNT SILVER STAR RADAR,BRITISH COLUMBIA,1125230,44610,,XSS,50.37,-119.07,502213000.0,-1190354000.0,0.0,,,,,,,,,,,,,1532
1533,NARAMATA,BRITISH COLUMBIA,1125380,1025,,,49.62,-119.6,493700000.0,-1193600000.0,365.8,1924.0,1936.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533
